Bus Stop,Nearest Metro/Tram Stop,Distance (meters)
"Bus Stop (52.4023409, 4.9376046)","Metro/Tram Stop (52.2745937, 4.8307936)",369.4921476230259
"Bus Stop (52.4109747, 4.9174473)","Metro/Tram Stop (52.2745937, 4.8307936)",793.9756915941452
"Bus Stop (52.4126135, 4.9192954)","Metro/Tram Stop (52.2745937, 4.8307936)",917.4199064965878
"Bus Stop (52.4081644, 4.9230739)","Metro/Tram Stop (52.2745937, 4.8307936)",378.7470567272863
"Bus Stop (52.4133767, 4.9229852)","Metro/Tram Stop (52.2745937, 4.8307936)",871.3220759258774
"Bus Stop (52.4131462, 4.9200102)","Metro/Tram Stop (52.2745937, 4.8307936)",938.4644054332316
"Bus Stop (52.4086637, 4.9241196)","Metro/Tram Stop (52.2745937, 4.8307936)",368.8525775555006
"Bus Stop (52.4105294, 4.9167576)","Metro/Tram Stop (52.2745937, 4.8307936)",772.6793584691965
"Bus Stop (52.4119089, 4.9260647)","Metro/Tram Stop (52.2745937, 4.8307936)",660.7402916780719
"Bus Stop (52.4082598, 4.8987878)","Metro/Tram Stop (52.2745937, 4.8307936)",776.8308532946107
"Bus Stop (52.3991742, 4.907681)","Metro/Tram Stop (52.2745937, 4.8307936)",674.1023903624518
"Bus Stop (52.4082474, 4.8996049)","Metro/Tram Stop (52.2745937, 4.8307936)",817.2877197833861
"Bus Stop (52.4033004, 4.8977648)","Metro/Tram Stop (52.2745937, 4.8307936)",1206.7283888045913
"Bus Stop (52.4178981, 4.8854963)","Metro/Tram Stop (52.2745937, 4.8307936)",629.7564922838673
"Bus Stop (52.4123053, 4.8869268)","Metro/Tram Stop (52.2745937, 4.8307936)",290.4913809642152
"Bus Stop (52.4179749, 4.8936361)","Metro/Tram Stop (52.2745937, 4.8307936)",553.6699089296704
"Bus Stop (52.4087966, 4.8954501)","Metro/Tram Stop (52.2745937, 4.8307936)",589.2437959321101
"Bus Stop (52.4171984, 4.886216)","Metro/Tram Stop (52.2745937, 4.8307936)",537.9677813703386
"Bus Stop (52.4103026, 4.8910478)","Metro/Tram Stop (52.2745937, 4.8307936)",333.0376079728029
"Bus Stop (52.4036433, 4.9159799)","Metro/Tram Stop (52.2745937, 4.8307936)",459.6475724241548
"Bus Stop (52.4156573, 4.8954686)","Metro/Tram Stop (52.2745937, 4.8307936)",408.3298447522804
"Bus Stop (52.3407407, 4.8964871)","Metro/Tram Stop (52.2745937, 4.8307936)",251.3875522043536
"Bus Stop (52.3400983, 4.8252164)","Metro/Tram Stop (52.2745937, 4.8307936)",735.0311776978829
"Bus Stop (52.3111664, 4.9643994)","Metro/Tram Stop (52.2745937, 4.8307936)",875.1241928968694
"Bus Stop (52.3112674, 4.9653688)","Metro/Tram Stop (52.2745937, 4.8307936)",932.3551932321308
"Bus Stop (52.3044327, 5.0128705)","Metro/Tram Stop (52.2745937, 4.8307936)",1399.4689167273934
