Bus Stop,Nearest Metro/Tram Stop,Distance (meters)
"Bus Stop (13.05816141, 77.62360026)","Metro/Tram Stop (12.980531, 77.7088952)",1254.4103588876324
"Bus Stop (13.05601386, 77.63236655)","Metro/Tram Stop (12.980531, 77.7088952)",274.46386208504293
"Bus Stop (13.05248948, 77.63131298)","Metro/Tram Stop (12.980531, 77.7088952)",505.4046642177078
"Bus Stop (13.04724926, 77.62859547)","Metro/Tram Stop (12.980531, 77.7088952)",923.4675018198446
"Bus Stop (13.04050764, 77.62455551)","Metro/Tram Stop (12.980531, 77.7088952)",510.6711917896022
"Bus Stop (13.04367882, 77.59050631)","Metro/Tram Stop (12.980531, 77.7088952)",1204.2058036603241
"Bus Stop (13.04948017, 77.59262071)","Metro/Tram Stop (12.980531, 77.7088952)",1071.9576063941336
"Bus Stop (13.06563754, 77.60076778)","Metro/Tram Stop (12.980531, 77.7088952)",2139.3188243481595
"Bus Stop (13.06726682, 77.59359267)","Metro/Tram Stop (12.980531, 77.7088952)",1673.643148962451
"Bus Stop (13.04301356, 77.59009682)","Metro/Tram Stop (12.980531, 77.7088952)",1174.120455655598
"Bus Stop (13.10596804, 77.57251698)","Metro/Tram Stop (12.980531, 77.7088952)",1606.944288632531
"Bus Stop (13.10708131, 77.57586258)","Metro/Tram Stop (12.980531, 77.7088952)",1362.5332192162282
"Bus Stop (13.10330364, 77.57682714)","Metro/Tram Stop (12.980531, 77.7088952)",1059.1467121987682
"Bus Stop (13.0994, 77.57693)","Metro/Tram Stop (12.980531, 77.7088952)",964.4159300055085
"Bus Stop (13.09586, 77.57913)","Metro/Tram Stop (12.980531, 77.7088952)",833.8036594202175
"Bus Stop (13.09422, 77.58269)","Metro/Tram Stop (12.980531, 77.7088952)",682.5781368746171
"Bus Stop (13.09759, 77.58419)","Metro/Tram Stop (12.980531, 77.7088952)",281.759234741352
"Bus Stop (13.09971085, 77.58864113)","Metro/Tram Stop (12.980531, 77.7088952)",306.12844893289974
"Bus Stop (13.0977866, 77.59178063)","Metro/Tram Stop (12.980531, 77.7088952)",675.7099387543939
"Bus Stop (13.09403406, 77.5943898)","Metro/Tram Stop (12.980531, 77.7088952)",1112.957682456657
"Bus Stop (13.08668705, 77.59387244)","Metro/Tram Stop (12.980531, 77.7088952)",1671.5887802806408
"Bus Stop (13.07687, 77.593)","Metro/Tram Stop (12.980531, 77.7088952)",1572.7131099781084
"Bus Stop (13.07278, 77.59274)","Metro/Tram Stop (12.980531, 77.7088952)",1472.82209499402
"Bus Stop (13.06658, 77.59335)","Metro/Tram Stop (12.980531, 77.7088952)",1677.8628239182237
"Bus Stop (13.05679568, 77.59364486)","Metro/Tram Stop (12.980531, 77.7088952)",1467.7113943324798
"Bus Stop (13.04973497, 77.5929638)","Metro/Tram Stop (12.980531, 77.7088952)",1046.6221206060286
"Bus Stop (13.03897751, 77.58964847)","Metro/Tram Stop (12.980531, 77.7088952)",924.7895305338047
"Bus Stop (12.89880669, 77.55813687)","Metro/Tram Stop (12.980531, 77.7088952)",135.4480058840068
"Bus Stop (12.90293283, 77.56177797)","Metro/Tram Stop (12.980531, 77.7088952)",689.5063941363419
"Bus Stop (12.9056222, 77.56286942)","Metro/Tram Stop (12.980531, 77.7088952)",469.1935141439312
"Bus Stop (12.90956424, 77.56525254)","Metro/Tram Stop (12.980531, 77.7088952)",170.52876545535392
"Bus Stop (12.96111122, 77.63817474)","Metro/Tram Stop (12.980531, 77.7088952)",172.01124473068734
"Bus Stop (12.96006425, 77.6472361)","Metro/Tram Stop (12.980531, 77.7088952)",994.1480720886051
"Bus Stop (12.95968934, 77.65072057)","Metro/Tram Stop (12.980531, 77.7088952)",842.950754950078
"Bus Stop (12.9592778, 77.65805598)","Metro/Tram Stop (12.980531, 77.7088952)",762.2824801251988
"Bus Stop (12.9593182, 77.66035173)","Metro/Tram Stop (12.980531, 77.7088952)",880.302143163566
"Bus Stop (12.95828877, 77.66792588)","Metro/Tram Stop (12.980531, 77.7088952)",1577.7000115417175
"Bus Stop (12.97163897, 77.65829709)","Metro/Tram Stop (12.980531, 77.7088952)",724.1017766558463
"Bus Stop (12.97581229, 77.65551318)","Metro/Tram Stop (12.980531, 77.7088952)",1119.152939444901
"Bus Stop (12.98364398, 77.64916115)","Metro/Tram Stop (12.980531, 77.7088952)",428.33236896198724
"Bus Stop (12.99193575, 77.65178788)","Metro/Tram Stop (12.980531, 77.7088952)",149.38076625321554
"Bus Stop (12.99440984, 77.65802736)","Metro/Tram Stop (12.980531, 77.7088952)",339.8757999777841
"Bus Stop (13.00273149, 77.66103527)","Metro/Tram Stop (12.980531, 77.7088952)",1145.2471655942636
"Bus Stop (13.01322323, 77.66278483)","Metro/Tram Stop (12.980531, 77.7088952)",1477.9800125320853
"Bus Stop (13.01209031, 77.66779647)","Metro/Tram Stop (12.980531, 77.7088952)",1271.6275047704023
"Bus Stop (13.01153467, 77.6769405)","Metro/Tram Stop (12.980531, 77.7088952)",1073.7474851428387
"Bus Stop (13.01176167, 77.67879709)","Metro/Tram Stop (12.980531, 77.7088952)",1047.848865397455
"Bus Stop (13.008053, 77.683226)","Metro/Tram Stop (12.980531, 77.7088952)",504.31562773733083
"Bus Stop (13.00552436, 77.68467431)","Metro/Tram Stop (12.980531, 77.7088952)",474.7894135399277
"Bus Stop (12.90701505, 77.60021301)","Metro/Tram Stop (12.980531, 77.7088952)",1073.585938224155
"Bus Stop (12.90754457, 77.59501062)","Metro/Tram Stop (12.980531, 77.7088952)",969.7154794321322
"Bus Stop (12.90985479, 77.59509788)","Metro/Tram Stop (12.980531, 77.7088952)",892.8589066837429
"Bus Stop (13.07220236, 77.63376134)","Metro/Tram Stop (12.980531, 77.7088952)",1853.9088523030393
"Bus Stop (13.06781981, 77.63369553)","Metro/Tram Stop (12.980531, 77.7088952)",1370.9904809070188
"Bus Stop (13.05624591, 77.63300408)","Metro/Tram Stop (12.980531, 77.7088952)",216.22625219451675
"Bus Stop (12.978678, 77.573219)","Metro/Tram Stop (12.980531, 77.7088952)",329.2199453357529
"Bus Stop (12.96223813, 77.56915562)","Metro/Tram Stop (12.980531, 77.7088952)",434.6327814732925
"Bus Stop (12.96116956, 77.56885942)","Metro/Tram Stop (12.980531, 77.7088952)",525.3161912206143
"Bus Stop (12.95610538, 77.56751656)","Metro/Tram Stop (12.980531, 77.7088952)",395.16150064558633
"Bus Stop (12.95339299, 77.56762804)","Metro/Tram Stop (12.980531, 77.7088952)",614.2950168548357
"Bus Stop (12.94679923, 77.56783277)","Metro/Tram Stop (12.980531, 77.7088952)",543.7012296794661
"Bus Stop (12.9432468, 77.56586574)","Metro/Tram Stop (12.980531, 77.7088952)",335.24827588561635
"Bus Stop (12.94163003, 77.56201859)","Metro/Tram Stop (12.980531, 77.7088952)",363.9054532875683
"Bus Stop (12.941532, 77.559671)","Metro/Tram Stop (12.980531, 77.7088952)",517.9755467193635
"Bus Stop (12.79738398, 77.3847759)","Metro/Tram Stop (12.980531, 77.7088952)",15579.439312974742
"Bus Stop (12.79977563, 77.39082673)","Metro/Tram Stop (12.980531, 77.7088952)",14939.63648617435
"Bus Stop (12.80215374, 77.39790225)","Metro/Tram Stop (12.980531, 77.7088952)",14234.894473873317
"Bus Stop (12.78917542, 77.3985443)","Metro/Tram Stop (12.980531, 77.7088952)",15312.960587632344
"Bus Stop (12.78634114, 77.39992059)","Metro/Tram Stop (12.980531, 77.7088952)",15477.463405206772
"Bus Stop (12.78124924, 77.4039723)","Metro/Tram Stop (12.980531, 77.7088952)",15693.406832784138
"Bus Stop (12.77963874, 77.40502926)","Metro/Tram Stop (12.980531, 77.7088952)",15780.910898275935
"Bus Stop (12.7739006, 77.40965911)","Metro/Tram Stop (12.980531, 77.7088952)",16064.731495755004
"Bus Stop (12.76924846, 77.41333226)","Metro/Tram Stop (12.980531, 77.7088952)",16271.576431960384
"Bus Stop (12.77609, 77.42027)","Metro/Tram Stop (12.980531, 77.7088952)",15210.353864271834
"Bus Stop (12.79544, 77.4234)","Metro/Tram Stop (12.980531, 77.7088952)",13256.07434741274
"Bus Stop (12.81070216, 77.4160248)","Metro/Tram Stop (12.980531, 77.7088952)",12269.473086257009
"Bus Stop (12.815, 77.40724)","Metro/Tram Stop (12.980531, 77.7088952)",12496.79855046867
"Bus Stop (12.81206551, 77.40403842)","Metro/Tram Stop (12.980531, 77.7088952)",12970.106464877757
"Bus Stop (12.80350663, 77.39846279)","Metro/Tram Stop (12.980531, 77.7088952)",14081.663624623392
"Bus Stop (12.79947302, 77.39072591)","Metro/Tram Stop (12.980531, 77.7088952)",14971.822807129234
"Bus Stop (12.79659809, 77.38452692)","Metro/Tram Stop (12.980531, 77.7088952)",15661.349781077852
"Bus Stop (13.13447135, 77.66782129)","Metro/Tram Stop (12.980531, 77.7088952)",8245.555445538388
"Bus Stop (13.12232626, 77.66836049)","Metro/Tram Stop (12.980531, 77.7088952)",8240.751699776903
"Bus Stop (13.10607078, 77.66086757)","Metro/Tram Stop (12.980531, 77.7088952)",6268.7382772568735
"Bus Stop (13.09290093, 77.65453705)","Metro/Tram Stop (12.980531, 77.7088952)",4658.894657800609
"Bus Stop (13.06466139, 77.65192386)","Metro/Tram Stop (12.980531, 77.7088952)",2113.3992660397225
"Bus Stop (13.06156724, 77.64892223)","Metro/Tram Stop (12.980531, 77.7088952)",1669.5756093233547
"Bus Stop (13.056926, 77.64826829)","Metro/Tram Stop (12.980531, 77.7088952)",1465.5041367467172
"Bus Stop (12.91761502, 77.55969096)","Metro/Tram Stop (12.980531, 77.7088952)",234.5842141993754
"Bus Stop (12.9228205, 77.56024727)","Metro/Tram Stop (12.980531, 77.7088952)",576.0811618868336
"Bus Stop (12.92692353, 77.56138704)","Metro/Tram Stop (12.980531, 77.7088952)",784.4635775413119
"Bus Stop (12.92926451, 77.56413261)","Metro/Tram Stop (12.980531, 77.7088952)",600.9390678625621
"Bus Stop (12.92633403, 77.56987799)","Metro/Tram Stop (12.980531, 77.7088952)",184.34000125815837
"Bus Stop (12.92177352, 77.57058232)","Metro/Tram Stop (12.980531, 77.7088952)",465.54613541998526
"Bus Stop (12.921023, 77.573318)","Metro/Tram Stop (12.980531, 77.7088952)",642.1430822252793
"Bus Stop (12.92657224, 77.57694276)","Metro/Tram Stop (12.980531, 77.7088952)",235.99500390825412
"Bus Stop (12.93032021, 77.57629689)","Metro/Tram Stop (12.980531, 77.7088952)",424.8377307069755
"Bus Stop (12.93233559, 77.58004768)","Metro/Tram Stop (12.980531, 77.7088952)",313.08864683154087
"Bus Stop (12.93905122, 77.57993401)","Metro/Tram Stop (12.980531, 77.7088952)",88.02798604650391
"Bus Stop (12.94439946, 77.5799636)","Metro/Tram Stop (12.980531, 77.7088952)",236.1583568967627
"Bus Stop (12.94952619, 77.57989649)","Metro/Tram Stop (12.980531, 77.7088952)",277.5958404425569
"Bus Stop (12.9536741, 77.57988192)","Metro/Tram Stop (12.980531, 77.7088952)",383.6816077422237
"Bus Stop (12.96354088, 77.58500389)","Metro/Tram Stop (12.980531, 77.7088952)",511.2548351286359
"Bus Stop (12.96852794, 77.58646921)","Metro/Tram Stop (12.980531, 77.7088952)",253.2761893190381
"Bus Stop (12.97210769, 77.58248798)","Metro/Tram Stop (12.980531, 77.7088952)",325.50988083989006
"Bus Stop (12.91765774, 77.56433275)","Metro/Tram Stop (12.980531, 77.7088952)",729.6132108205567
"Bus Stop (12.95479395, 77.59255908)","Metro/Tram Stop (12.980531, 77.7088952)",672.211297488024
"Bus Stop (12.95844066, 77.59301104)","Metro/Tram Stop (12.980531, 77.7088952)",613.9853665352259
"Bus Stop (12.90588143, 77.55801877)","Metro/Tram Stop (12.980531, 77.7088952)",777.1374252320819
"Bus Stop (12.90853423, 77.56165864)","Metro/Tram Stop (12.980531, 77.7088952)",492.8971428053819
"Bus Stop (12.91854657, 77.55740228)","Metro/Tram Stop (12.980531, 77.7088952)",38.79283371405209
"Bus Stop (12.91696, 77.55939)","Metro/Tram Stop (12.980531, 77.7088952)",239.8838214946873
"Bus Stop (12.91766899, 77.56452346)","Metro/Tram Stop (12.980531, 77.7088952)",750.1039504831639
"Bus Stop (12.92833555, 77.55670424)","Metro/Tram Stop (12.980531, 77.7088952)",1116.5611821869777
"Bus Stop (12.92618056, 77.55355147)","Metro/Tram Stop (12.980531, 77.7088952)",918.6798006958635
"Bus Stop (12.92376925, 77.55410006)","Metro/Tram Stop (12.980531, 77.7088952)",718.1421191483167
"Bus Stop (12.91111576, 77.56446144)","Metro/Tram Stop (12.980531, 77.7088952)",360.9844368154018
"Bus Stop (12.912998, 77.564794)","Metro/Tram Stop (12.980531, 77.7088952)",538.2123262369332
"Bus Stop (12.91231358, 77.5371301)","Metro/Tram Stop (12.980531, 77.7088952)",1142.919367380152
"Bus Stop (12.91354278, 77.54085484)","Metro/Tram Stop (12.980531, 77.7088952)",748.7030274555656
"Bus Stop (12.91940501, 77.54218456)","Metro/Tram Stop (12.980531, 77.7088952)",570.06249495847
"Bus Stop (12.92623169, 77.54451745)","Metro/Tram Stop (12.980531, 77.7088952)",343.56023198748505
"Bus Stop (12.9250089, 77.55084267)","Metro/Tram Stop (12.980531, 77.7088952)",598.3996718218973
"Bus Stop (12.91211572, 77.56191175)","Metro/Tram Stop (12.980531, 77.7088952)",625.6370545783124
"Bus Stop (13.0331774, 77.55417173)","Metro/Tram Stop (12.980531, 77.7088952)",391.16772794018453
"Bus Stop (13.034203, 77.557762)","Metro/Tram Stop (12.980531, 77.7088952)",163.7722868264366
"Bus Stop (13.02940365, 77.55935937)","Metro/Tram Stop (12.980531, 77.7088952)",396.2905687313188
"Bus Stop (13.02561432, 77.55767268)","Metro/Tram Stop (12.980531, 77.7088952)",597.9349631859775
"Bus Stop (13.0203825, 77.55583579)","Metro/Tram Stop (12.980531, 77.7088952)",476.3107412670247
"Bus Stop (13.01879, 77.55781)","Metro/Tram Stop (12.980531, 77.7088952)",609.738719474546
"Bus Stop (12.90354, 77.56807)","Metro/Tram Stop (12.980531, 77.7088952)",567.7557463195146
"Bus Stop (12.92985039, 77.58613887)","Metro/Tram Stop (12.980531, 77.7088952)",402.64239280496844
"Bus Stop (12.92716, 77.58969)","Metro/Tram Stop (12.980531, 77.7088952)",735.5752427740771
"Bus Stop (12.92710841, 77.59297667)","Metro/Tram Stop (12.980531, 77.7088952)",1090.9254384669266
"Bus Stop (12.92633831, 77.59720744)","Metro/Tram Stop (12.980531, 77.7088952)",898.1314357711634
"Bus Stop (12.92199162, 77.59707877)","Metro/Tram Stop (12.980531, 77.7088952)",471.5412150536484
"Bus Stop (12.91685779, 77.59746904)","Metro/Tram Stop (12.980531, 77.7088952)",262.8728522861957
"Bus Stop (12.9141364, 77.60011068)","Metro/Tram Stop (12.980531, 77.7088952)",285.97018954907423
"Bus Stop (13.04099545, 77.51891702)","Metro/Tram Stop (12.980531, 77.7088952)",194.58731021308787
"Bus Stop (12.93284761, 77.58941453)","Metro/Tram Stop (12.980531, 77.7088952)",883.9979480844482
"Bus Stop (12.93743209, 77.58494521)","Metro/Tram Stop (12.980531, 77.7088952)",536.1556362535335
"Bus Stop (12.94356178, 77.58483851)","Metro/Tram Stop (12.980531, 77.7088952)",616.0551236413932
"Bus Stop (12.80205689, 77.7047334)","Metro/Tram Stop (12.980531, 77.7088952)",11044.627917115651
"Bus Stop (12.80712088, 77.6987067)","Metro/Tram Stop (12.980531, 77.7088952)",10238.92021094242
"Bus Stop (12.81081531, 77.69572073)","Metro/Tram Stop (12.980531, 77.7088952)",9726.520529087316
"Bus Stop (12.81832968, 77.68985564)","Metro/Tram Stop (12.980531, 77.7088952)",8697.647140001784
"Bus Stop (12.82715806, 77.68248857)","Metro/Tram Stop (12.980531, 77.7088952)",7474.228596828682
"Bus Stop (12.83727188, 77.67898322)","Metro/Tram Stop (12.980531, 77.7088952)",6297.998627798725
"Bus Stop (12.83971952, 77.67733808)","Metro/Tram Stop (12.980531, 77.7088952)",5977.425920815838
"Bus Stop (12.84821302, 77.67076576)","Metro/Tram Stop (12.980531, 77.7088952)",4834.087939159668
"Bus Stop (12.8541179, 77.66611758)","Metro/Tram Stop (12.980531, 77.7088952)",4048.888841951916
"Bus Stop (12.85872647, 77.6624131)","Metro/Tram Stop (12.980531, 77.7088952)",3447.0762747876815
"Bus Stop (12.87069872, 77.65292842)","Metro/Tram Stop (12.980531, 77.7088952)",2024.3779649570297
"Bus Stop (12.87873262, 77.64657216)","Metro/Tram Stop (12.980531, 77.7088952)",1175.8627775762113
"Bus Stop (12.889887, 77.6396839)","Metro/Tram Stop (12.980531, 77.7088952)",117.2534927892983
"Bus Stop (12.89627974, 77.63574793)","Metro/Tram Stop (12.980531, 77.7088952)",781.1965975788174
"Bus Stop (12.90534806, 77.63018404)","Metro/Tram Stop (12.980531, 77.7088952)",1281.0269523886698
"Bus Stop (12.91189777, 77.62612268)","Metro/Tram Stop (12.980531, 77.7088952)",738.6708809728588
"Bus Stop (12.92004743, 77.62071849)","Metro/Tram Stop (12.980531, 77.7088952)",351.7979070890467
"Bus Stop (12.92582, 77.61726)","Metro/Tram Stop (12.980531, 77.7088952)",508.19124243224087
"Bus Stop (12.92870787, 77.61535862)","Metro/Tram Stop (12.980531, 77.7088952)",864.0168135460037
"Bus Stop (12.93196223, 77.61316063)","Metro/Tram Stop (12.980531, 77.7088952)",760.8055288024451
"Bus Stop (12.93604729, 77.60711923)","Metro/Tram Stop (12.980531, 77.7088952)",109.09929510374495
"Bus Stop (12.9385108, 77.59824511)","Metro/Tram Stop (12.980531, 77.7088952)",235.32147516924525
"Bus Stop (12.94431627, 77.59696248)","Metro/Tram Stop (12.980531, 77.7088952)",754.363664288352
"Bus Stop (12.94662327, 77.59604068)","Metro/Tram Stop (12.980531, 77.7088952)",521.2532657009876
"Bus Stop (12.95065647, 77.59581076)","Metro/Tram Stop (12.980531, 77.7088952)",189.14627177025883
"Bus Stop (12.908627, 77.603704)","Metro/Tram Stop (12.980531, 77.7088952)",983.9327043444003
"Bus Stop (12.90772797, 77.61103163)","Metro/Tram Stop (12.980531, 77.7088952)",407.7806133359871
"Bus Stop (12.913952, 77.609999)","Metro/Tram Stop (12.980531, 77.7088952)",1096.9497660958773
"Bus Stop (12.926807, 77.51102)","Metro/Tram Stop (12.980531, 77.7088952)",963.2412335896403
"Bus Stop (12.928055, 77.604467)","Metro/Tram Stop (12.980531, 77.7088952)",920.9045970958532
"Bus Stop (12.92629948, 77.60053595)","Metro/Tram Stop (12.980531, 77.7088952)",856.4551058856631
"Bus Stop (12.90572314, 77.5856661)","Metro/Tram Stop (12.980531, 77.7088952)",658.8222838411875
"Bus Stop (12.93244216, 77.56782035)","Metro/Tram Stop (12.980531, 77.7088952)",74.01799933911776
"Bus Stop (12.92901381, 77.57352093)","Metro/Tram Stop (12.980531, 77.7088952)",678.1645042942974
"Bus Stop (12.93562336, 77.57373677)","Metro/Tram Stop (12.980531, 77.7088952)",659.8139130214588
"Bus Stop (12.93441, 77.56585)","Metro/Tram Stop (12.980531, 77.7088952)",345.4836346251548
"Bus Stop (12.93796183, 77.56897031)","Metro/Tram Stop (12.980531, 77.7088952)",591.3434184090952
"Bus Stop (12.87946585, 77.75387608)","Metro/Tram Stop (12.980531, 77.7088952)",6659.014630332748
"Bus Stop (12.8870875, 77.73841597)","Metro/Tram Stop (12.980531, 77.7088952)",5852.651456452963
"Bus Stop (12.873079, 77.734019)","Metro/Tram Stop (12.980531, 77.7088952)",7462.4369764410985
"Bus Stop (12.861552, 77.732685)","Metro/Tram Stop (12.980531, 77.7088952)",8742.448568029859
"Bus Stop (12.843226, 77.727921)","Metro/Tram Stop (12.980531, 77.7088952)",9429.521630224803
"Bus Stop (12.852662, 77.730199)","Metro/Tram Stop (12.980531, 77.7088952)",9134.84156090822
"Bus Stop (12.84287245, 77.72753752)","Metro/Tram Stop (12.980531, 77.7088952)",9415.52351483935
"Bus Stop (12.83769192, 77.72457874)","Metro/Tram Stop (12.980531, 77.7088952)",9478.333614662137
"Bus Stop (12.82075389, 77.71880167)","Metro/Tram Stop (12.980531, 77.7088952)",10269.383278744483
"Bus Stop (12.817503, 77.709151)","Metro/Tram Stop (12.980531, 77.7088952)",9874.6535881368
"Bus Stop (12.80283465, 77.70463794)","Metro/Tram Stop (12.980531, 77.7088952)",10964.70036569777
"Bus Stop (12.78654459, 77.70332364)","Metro/Tram Stop (12.980531, 77.7088952)",12500.878703707893
"Bus Stop (12.77885193, 77.70216621)","Metro/Tram Stop (12.980531, 77.7088952)",13227.293249486745
"Bus Stop (12.76942045, 77.70150463)","Metro/Tram Stop (12.980531, 77.7088952)",14119.245775835274
"Bus Stop (12.75220502, 77.7067289)","Metro/Tram Stop (12.980531, 77.7088952)",15993.58955901759
"Bus Stop (12.746658, 77.707681)","Metro/Tram Stop (12.980531, 77.7088952)",16558.76002390343
"Bus Stop (12.73567, 77.708137)","Metro/Tram Stop (12.980531, 77.7088952)",17607.343377609348
"Bus Stop (12.731442, 77.706549)","Metro/Tram Stop (12.980531, 77.7088952)",17918.41899508993
"Bus Stop (12.724703, 77.704064)","Metro/Tram Stop (12.980531, 77.7088952)",18433.660311805477
"Bus Stop (12.71014, 77.697688)","Metro/Tram Stop (12.980531, 77.7088952)",19564.717866536754
"Bus Stop (12.709206, 77.6983)","Metro/Tram Stop (12.980531, 77.7088952)",19686.338940133766
"Bus Stop (12.732044, 77.670709)","Metro/Tram Stop (12.980531, 77.7088952)",16226.828085459885
"Bus Stop (12.72997906, 77.6875952)","Metro/Tram Stop (12.980531, 77.7088952)",17113.092058874634
"Bus Stop (12.74681201, 77.68978526)","Metro/Tram Stop (12.980531, 77.7088952)",15544.991657910961
"Bus Stop (12.75212609, 77.70654669)","Metro/Tram Stop (12.980531, 77.7088952)",15989.492473303852
"Bus Stop (12.76999444, 77.70132266)","Metro/Tram Stop (12.980531, 77.7088952)",14056.77368256974
"Bus Stop (12.77906584, 77.70205507)","Metro/Tram Stop (12.980531, 77.7088952)",13200.795557817331
"Bus Stop (12.93013508, 77.53969132)","Metro/Tram Stop (12.980531, 77.7088952)",442.71248462495765
"Bus Stop (12.824988, 77.76605)","Metro/Tram Stop (12.980531, 77.7088952)",12811.086233120239
"Bus Stop (12.83025009, 77.75662761)","Metro/Tram Stop (12.980531, 77.7088952)",12107.33736078345
"Bus Stop (12.83260129, 77.74768431)","Metro/Tram Stop (12.980531, 77.7088952)",11803.499384590894
"Bus Stop (12.92943659, 77.53503157)","Metro/Tram Stop (12.980531, 77.7088952)",945.5067430978731
"Bus Stop (12.93043, 77.53386)","Metro/Tram Stop (12.980531, 77.7088952)",968.9806553473474
"Bus Stop (12.93190507, 77.53285326)","Metro/Tram Stop (12.980531, 77.7088952)",897.8898045357843
"Bus Stop (12.93805, 77.53366)","Metro/Tram Stop (12.980531, 77.7088952)",1008.4163564549938
"Bus Stop (12.93505, 77.53694)","Metro/Tram Stop (12.980531, 77.7088952)",949.0924592737396
"Bus Stop (12.93362738, 77.53947767)","Metro/Tram Stop (12.980531, 77.7088952)",638.0193608344591
"Bus Stop (12.9329959, 77.54542194)","Metro/Tram Stop (12.980531, 77.7088952)",411.9525124488241
"Bus Stop (12.92300482, 77.52959431)","Metro/Tram Stop (12.980531, 77.7088952)",861.5155502143278
"Bus Stop (12.92946279, 77.53467454)","Metro/Tram Stop (12.980531, 77.7088952)",984.1700926440742
"Bus Stop (12.84296, 77.687424)","Metro/Tram Stop (12.980531, 77.7088952)",6209.678617488088
"Bus Stop (12.83450073, 77.69724293)","Metro/Tram Stop (12.980531, 77.7088952)",7595.196322121237
"Bus Stop (12.83766536, 77.71616987)","Metro/Tram Stop (12.980531, 77.7088952)",8765.68320137271
"Bus Stop (12.94836033, 77.55912392)","Metro/Tram Stop (12.980531, 77.7088952)",418.7122938446191
"Bus Stop (12.94915611, 77.5627259)","Metro/Tram Stop (12.980531, 77.7088952)",136.90365501191798
"Bus Stop (12.94729457, 77.56638165)","Metro/Tram Stop (12.980531, 77.7088952)",378.19571620665636
"Bus Stop (12.86140535, 77.78545953)","Metro/Tram Stop (12.980531, 77.7088952)",9567.894158418505
"Bus Stop (12.860755, 77.783635)","Metro/Tram Stop (12.980531, 77.7088952)",9548.924049160238
"Bus Stop (12.84460512, 77.78314229)","Metro/Tram Stop (12.980531, 77.7088952)",11180.41721441447
"Bus Stop (12.84223539, 77.78378837)","Metro/Tram Stop (12.980531, 77.7088952)",11450.588656711787
"Bus Stop (12.83745443, 77.78507729)","Metro/Tram Stop (12.980531, 77.7088952)",11995.287453818048
"Bus Stop (12.83513389, 77.78536198)","Metro/Tram Stop (12.980531, 77.7088952)",12247.16366962787
"Bus Stop (12.82782108, 77.78630218)","Metro/Tram Stop (12.980531, 77.7088952)",13044.14798162269
"Bus Stop (12.823533, 77.78612075)","Metro/Tram Stop (12.980531, 77.7088952)",13487.348179057753
"Bus Stop (12.81579038, 77.78534584)","Metro/Tram Stop (12.980531, 77.7088952)",14278.561081345066
"Bus Stop (12.80602053, 77.78360562)","Metro/Tram Stop (12.980531, 77.7088952)",15265.982985090495
"Bus Stop (12.791049, 77.776323)","Metro/Tram Stop (12.980531, 77.7088952)",16703.35039427245
"Bus Stop (12.78196399, 77.77193968)","Metro/Tram Stop (12.980531, 77.7088952)",17386.910407040883
"Bus Stop (12.77856236, 77.77013628)","Metro/Tram Stop (12.980531, 77.7088952)",17504.42114129634
"Bus Stop (12.768507, 77.770191)","Metro/Tram Stop (12.980531, 77.7088952)",18301.939938108
"Bus Stop (12.76321879, 77.76706447)","Metro/Tram Stop (12.980531, 77.7088952)",18506.477086827854
"Bus Stop (12.75719552, 77.76174394)","Metro/Tram Stop (12.980531, 77.7088952)",18646.67863984404
"Bus Stop (12.75400299, 77.75595594)","Metro/Tram Stop (12.980531, 77.7088952)",18544.39545391674
"Bus Stop (12.75041079, 77.74800885)","Metro/Tram Stop (12.980531, 77.7088952)",18375.887767558554
"Bus Stop (12.735411, 77.730822)","Metro/Tram Stop (12.980531, 77.7088952)",18892.37770720647
"Bus Stop (12.73102085, 77.72681949)","Metro/Tram Stop (12.980531, 77.7088952)",19148.145392290142
"Bus Stop (12.72431172, 77.72086995)","Metro/Tram Stop (12.980531, 77.7088952)",19410.58285693684
"Bus Stop (12.7170799, 77.70892521)","Metro/Tram Stop (12.980531, 77.7088952)",19426.932989514764
"Bus Stop (12.70915139, 77.69671828)","Metro/Tram Stop (12.980531, 77.7088952)",19620.862437279146
"Bus Stop (12.94328635, 77.54303427)","Metro/Tram Stop (12.980531, 77.7088952)",819.0853058247255
"Bus Stop (12.94328565, 77.5444943)","Metro/Tram Stop (12.980531, 77.7088952)",663.691216182475
"Bus Stop (12.94232997, 77.54862861)","Metro/Tram Stop (12.980531, 77.7088952)",202.9152449995262
"Bus Stop (12.94495225, 77.54875543)","Metro/Tram Stop (12.980531, 77.7088952)",377.05377454538257
"Bus Stop (12.94844524, 77.55278192)","Metro/Tram Stop (12.980531, 77.7088952)",757.5958820373532
"Bus Stop (12.94842286, 77.54935909)","Metro/Tram Stop (12.980531, 77.7088952)",722.2447702180157
"Bus Stop (12.94345046, 77.53678448)","Metro/Tram Stop (12.980531, 77.7088952)",808.676310251093
"Bus Stop (12.94439702, 77.55472074)","Metro/Tram Stop (12.980531, 77.7088952)",533.3035978546611
"Bus Stop (12.94835296, 77.54338355)","Metro/Tram Stop (12.980531, 77.7088952)",800.48085992804
"Bus Stop (12.94111468, 77.54503122)","Metro/Tram Stop (12.980531, 77.7088952)",597.4639179757144
"Bus Stop (12.943108, 77.544869)","Metro/Tram Stop (12.980531, 77.7088952)",619.8261026030257
"Bus Stop (12.80036174, 77.80159495)","Metro/Tram Stop (12.980531, 77.7088952)",16467.306665608816
